GeneName	geneSymbol	GeneDescription
YGL180W	ATG1	AuTophaGy related
YGL181W	GTS1	Glycine Threonine Serine repeat protein
YGL182C	""	""
YGL183C	MND1	Meiotic Nuclear Divisions
YGL184C	STR3	Sulfur TRansfer
YGL185C	""	""
YGL186C	TPN1	Transport of PyridoxiNe
YGL187C	COX4	Cytochrome c OXidase
YGL188C	""	""
YGL188C-A	""	""
YGL189C	RPS26A	Ribosomal Protein of the Small subunit
YGL190C	CDC55	Cell Division Cycle
YGL191W	COX13	Cytochrome c OXidase
YGL192W	IME4	Inducer of MEiosis
YGL193C	""	""
YGL194C	HOS2	Hda One Similar
YGL194C-A	""	""
YGL195W	GCN1	General Control Nonderepressible
YGL196W	DSD1	""
YGL197W	MDS3	Mck1 Dosage Suppressor
YGL198W	YIP4	Ypt-Interacting Protein
YGL199C	""	""
YGL200C	EMP24	EndoMembrane Protein
YGL201C	MCM6	MiniChromosome Maintenance
YGL202W	ARO8	AROmatic amino acid requiring
YGL203C	KEX1	Killer EXpression defective
YGL204C	""	""
YGL205W	POX1	""
YGL206C	CHC1	Clathrin Heavy Chain
YGL207W	SPT16	SuPpressor of Ty
YGL208W	SIP2	SNF1-Interacting Protein
YGL209W	MIG2	Multicopy Inhibitor of GAL gene expression
YGL210W	YPT32	Yeast Protein Two
YGL211W	NCS6	Needs Cla4 to Survive
YGL212W	VAM7	VAcuolar Morphogenesis
YGL213C	SKI8	SuperKIller
YGL214W	""	""
YGL215W	CLG1	Cyclin-Like Gene
YGL216W	KIP3	KInesin related Protein
YGL217C	""	""
YGL218W	""	""
YGL219C	MDM34	Mitochondrial Distribution and Morphology
YGL220W	BOL2	BolA-like protein
YGL221C	NIF3	Ngg1p-Interacting Factor
YGL222C	EDC1	Enhancer of mRNA DeCapping
YGL223C	COG1	Conserved Oligomeric Golgi complex
YGL224C	SDT1	Suppressor of Disruption of TFIIS
YGL225W	VRG4	Vandate Resistance Glycosylation
YGL226C-A	OST5	OligoSaccharylTransferase
YGL226W	MTC3	Maintenance of Telomere Capping
YGL227W	VID30	Vacuolar Import and Degradation
YGL228W	SHE10	Sensitivity to High Expression
YGL229C	SAP4	Sit4 Associated Protein
YGL230C	""	""
YGL231C	EMC4	ER Membrane protein Complex
YGL232W	TAN1	Trna AcetylatioN
YGL233W	SEC15	SECretory
YGL234W	ADE5,7	ADEnine requiring
YGL235W	""	""
YGL236C	MTO1	Mitochondrial Translation Optimization
YGL237C	HAP2	Heme Activator Protein
YGL238W	CSE1	Chromosome SEgregation
YGL239C	""	""
YGL240W	DOC1	Destruction Of Cyclin B
YGL241W	KAP114	KAryoPherin
YGL242C	""	""
YGL243W	TAD1	tRNA-specific Adenosine Deaminase
YGL244W	RTF1	Restores TBP Function
YGL245W	GUS1	GlUtamyl-tRNA Synthetase
YGL246C	RAI1	Rat1p Interacting Protein
YGL247W	BRR6	Bad Response to Refrigeration
YGL248W	PDE1	PhosphoDiEsterase
YGL249W	ZIP2	ZIPping up meiotic chromosomes
YGL250W	RMR1	Reduced Meiotic Recombination
YGL251C	HFM1	Helicase Family Member
YGL252C	RTG2	ReTroGrade regulation
YGL253W	HXK2	HeXoKinase
YGL254W	FZF1	Five Zinc Fingers
YGL255W	ZRT1	Zinc-Regulated Transporter
YGL256W	ADH4	Alcohol DeHydrogenase
YGL257C	MNT2	MaNnosylTransferase
YGL258W	VEL1	VELum formation
YGL258W-A	""	""
YGL259W	YPS5	YaPSin
YGL260W	""	""
YGL261C	PAU11	seriPAUperin
YGL262W	""	""
YGL263W	COS12	COnserved Sequence
YGR001C	EFM5	Elongation Factor Methyltransferase
YGR002C	SWC4	SWr Complex
YGR003W	CUL3	CULlin
YGR004W	PEX31	PEroXisome related
YGR005C	TFG2	Transcription Factor G
YGR006W	PRP18	Pre-mRNA Processing
YGR007W	ECT1	Ethanolamine-phosphate CytidylylTransferase
YGR008C	STF2	STabilizing Factor
YGR009C	SEC9	SECretory
YGR010W	NMA2	Nicotinamide Mononucleotide Adenylyltransferase
YGR011W	""	""
YGR012W	MCY1	putative Mitochondrial CYsteine synthase
YGR013W	SNU71	Small NUclear ribonucleoprotein associated
YGR014W	MSB2	Multicopy Suppression of a Budding defect
YGR015C	EAT1	Ethanol AcetylTransferase
YGR016W	""	""
YGR017W	""	""
YGR018C	""	""
YGR019W	UGA1	Utilization of GAba
YGR020C	VMA7	Vacuolar Membrane Atpase
YGR021W	DPC29	Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa
YGR022C	""	""
YGR023W	MTL1	Mid-Two Like
YGR024C	THG1	tRNAHis Guanylyltransferase
YGR025W	""	""
YGR026W	""	""
YGR027C	RPS25A	Ribosomal Protein of the Small subunit
YGR028W	MSP1	Mitochondrial Sorting of Proteins
YGR029W	ERV1	Essential for Respiration and Viability
YGR030C	POP6	Processing Of Precursor RNAs
YGR031C-A	NAG1	Nested Antisense Gene
YGR031W	IMO32	Intermediate cleaved by Mitochondrial Octapeptidyl aminopeptidase
YGR032W	GSC2	Glucan Synthase of Cerevisiae
YGR033C	TIM21	Translocase of the Inner Mitochondrial membrane
YGR034W	RPL26B	Ribosomal Protein of the Large subunit
YGR035C	""	""
YGR035W-A	""	""
YGR036C	CAX4	CAlmodulin-dependent in cmd one two twenty-siX
YGR037C	ACB1	Acyl-CoA-Binding
YGR038W	ORM1	""
YGR039W	""	""
YGR040W	KSS1	Kinase Suppressor of Sst2 mutations
YGR041W	BUD9	BUD site selection
YGR042W	MTE1	Mph1-associated TElomere maintenance protein
YGR043C	NQM1	Non-Quiescent Mutant
YGR044C	RME1	Regulator of MEiosis
YGR045C	""	""
YGR046W	TAM41	Translocator Assembly and Maintenance
YGR047C	TFC4	Transcription Factor class C
YGR048W	UFD1	Ubiquitin Fusion Degradation protein
YGR049W	SCM4	Suppressor of Cdc4 Mutation
YGR050C	""	""
YGR051C	""	""
YGR052W	FMP48	Found in Mitochondrial Proteome
YGR053C	MCO32	Mitochondrial Class One protein of 32 kDa
YGR054W	""	""
YGR055W	MUP1	Methionine UPtake
YGR056W	RSC1	Remodel the Structure of Chromatin
YGR057C	LST7	Lethal with Sec Thirteen
YGR058W	PEF1	Penta-EF-Hand protein
YGR059W	SPR3	SPorulation Regulated
YGR060W	ERG25	ERGosterol biosynthesis
YGR061C	ADE6	ADEnine requiring
YGR062C	COX18	Cytochrome c OXidase
YGR063C	SPT4	SuPpressor of Ty's
YGR064W	""	""
YGR065C	VHT1	Vitamin H Transporter
YGR066C	GID10	Glucose Induced Degradation deficient
YGR067C	""	""
YGR068C	ART5	Arrestin-Related Trafficking adaptors
YGR068W-A	""	""
YGR069W	""	""
YGR070W	ROM1	RhO1 Multicopy suppressor
YGR071C	ENV11	late ENdosome and Vacuole interface function
YGR072W	UPF3	UP Frameshift
YGR073C	""	""
YGR074W	SMD1	snRNA Sm binding site protein D1
YGR075C	PRP38	Pre-mRNA Processing
YGR076C	MRPL25	Mitochondrial Ribosomal Protein, Large subunit
YGR077C	PEX8	PEroXin
YGR078C	PAC10	Perish in the Absence of Cin8p
YGR079W	""	""
YGR080W	TWF1	TWinFilin
YGR081C	SLX9	""
YGR082W	TOM20	Translocase of the Outer Mitochondrial membrane
YGR083C	GCD2	General Control Derepressed
YGR084C	MRP13	Mitochondrial Ribosomal Protein
YGR085C	RPL11B	Ribosomal Protein of the Large subunit
YGR086C	PIL1	Phosphorylation Inhibited by Long chain bases
YGR087C	PDC6	Pyruvate DeCarboxylase
YGR088W	CTT1	CaTalase T
YGR089W	NNF2	""
YGR090W	UTP22	U Three Protein
YGR091W	PRP31	Pre-mRNA Processing
YGR092W	DBF2	DumbBell Former
YGR093W	DRN1	Debranching enzyme-associated RiboNuclease
YGR094W	VAS1	VAlyl-tRNA Synthetase
YGR095C	RRP46	Ribosomal RNA Processing
YGR096W	TPC1	Thiamine Pyrophosphate Carrier
YGR097W	ASK10	Activator of SKn7
YGR098C	ESP1	Extra Spindle Pole bodies
YGR099W	TEL2	TELomere maintenance
YGR100W	MDR1	Mac1-Dependent Regulator
YGR101W	PCP1	Processing of Cytochrome c Peroxidase
YGR102C	GTF1	Glutaminyl Transamidase subunit F
YGR103W	NOP7	NucleOlar Protein
YGR104C	SRB5	Suppressor of RNA polymerase B
YGR105W	VMA21	Vacuolar Membrane Atpase
YGR106C	VOA1	V0 Assembly protein
YGR107W	""	""
YGR108W	CLB1	CycLin B
YGR109C	CLB6	CycLin B
YGR110W	CLD1	CardioLipin-specific Deacylase
YGR111W	""	""
YGR112W	SHY1	SURF Homolog of Yeast
YGR113W	DAM1	Duo1 And Mps1 interacting
YGR114C	""	""
YGR115C	""	""
YGR116W	SPT6	SuPpressor of Ty's
YGR117C	""	""
YGR118W	RPS23A	Ribosomal Protein of the Small subunit
YGR119C	NUP57	NUclear Pore
YGR120C	COG2	Conserved Oligomeric Golgi complex
YGR121C	MEP1	""
YGR121W-A	""	""
YGR122C-A	""	""
YGR122W	""	""
YGR123C	PPT1	Protein Phosphatase T
YGR124W	ASN2	ASparagiNe requiring
YGR125W	""	""
YGR126W	""	""
YGR127W	""	""
YGR128C	UTP8	U Three Protein
YGR129W	SYF2	SYnthetic lethal with cdc40 (Forty)
YGR130C	""	""
YGR131W	FHN1	Functional Homolog of Nce102
YGR132C	PHB1	ProHiBitin
YGR133W	PEX4	PEroXin
YGR134W	CAF130	CCR4 Associated Factor
YGR135W	PRE9	PRoteinase yscE
YGR136W	LSB1	Las Seventeen Binding protein
YGR137W	""	""
YGR138C	TPO2	Transporter of POlyamines
YGR139W	""	""
YGR140W	CBF2	Centromere-Binding Factor
YGR141W	VPS62	Vacuolar Protein Sorting
YGR142W	BTN2	BaTteN disease
YGR143W	SKN1	Suppressor of Kre Null
YGR144W	THI4	THIamine metabolism
YGR145W	ENP2	Essential Nuclear Protein
YGR146C	ECL1	Extends Chronological Lifespan
YGR146C-A	""	""
YGR147C	NAT2	N-terminal AcetylTransferase
YGR148C	RPL24B	Ribosomal Protein of the Large subunit
YGR149W	GPC1	GlyceroPhosphoCholine acyltransferase
YGR150C	CCM1	COB and COX1 mRNA maturation
YGR151C	""	""
YGR152C	RSR1	RaS-Related
YGR153W	""	""
YGR154C	GTO1	Glutathione Transferase Omega-like
YGR155W	CYS4	CYStathionine beta-synthase
YGR156W	PTI1	PTa1p Interacting protein
YGR157W	CHO2	CHOline requiring
YGR158C	MTR3	MRNA TRansport
YGR159C	NSR1	""
YGR160W	""	""
YGR161C	RTS3	""
YGR161W-C	""	""
YGR162W	TIF4631	Translation Initiation Factor
YGR163W	GTR2	GTp binding protein Resemblance
YGR164W	""	""
YGR165W	MRPS35	Mitochondrial Ribosomal Protein, Small subunit
YGR166W	TRS65	TRapp Subunit
YGR167W	CLC1	Clathrin Light Chain
YGR168C	PEX35	PEroXin
YGR169C	PUS6	PseudoUridine Synthase
YGR169C-A	LSO2	Late-annotated Small Open reading frame
YGR170W	PSD2	PhosphatidylSerine Decarboxylase
YGR171C	MSM1	Mitochondrial aminoacyl-tRNA Synthetase, Methionine
YGR172C	YIP1	Ypt-Interacting Protein
YGR173W	RBG2	RiBosome interacting Gtpase
YGR174C	CBP4	Cytochrome B mRNA Processing
YGR174W-A	""	""
YGR175C	ERG1	ERGosterol biosynthesis
YGR176W	""	""
YGR177C	ATF2	AcetylTransFerase
YGR178C	PBP1	Pab1p-Binding Protein
YGR179C	OKP1	Outer Kinetochore Protein
YGR180C	RNR4	RiboNucleotide Reductase
YGR181W	TIM13	Translocase of the Inner Mitochondrial membrane
YGR182C	""	""
YGR183C	QCR9	ubiQuinol-cytochrome C oxidoReductase
YGR184C	UBR1	""
YGR185C	TYS1	TYrosyl-tRNA Synthetase
YGR186W	TFG1	Transcription Factor G
YGR187C	HGH1	HmG1/2 Homolog
YGR188C	BUB1	Budding Uninhibited by Benzimidazole
YGR189C	CRH1	Congo Red Hypersensitive
YGR190C	""	""
YGR191W	HIP1	HIstidine Permease
YGR192C	TDH3	Triose-phosphate DeHydrogenase
YGR193C	PDX1	Pyruvate Dehydrogenase complex protein X
YGR194C	XKS1	XyluloKinaSe
YGR195W	SKI6	SuperKIller
YGR196C	FYV8	Function required for Yeast Viability
YGR197C	SNG1	""
YGR198W	YPP1	alpha-sYnuclein Protective Protein
YGR199W	PMT6	Protein O-MannosylTransferase
YGR200C	ELP2	ELongator Protein
YGR201C	""	""
YGR202C	PCT1	Phosphocholine CytidylylTransferase
YGR203W	YCH1	Yeast Cdc25 Homolog
YGR204C-A	""	""
YGR204W	ADE3	ADEnine requiring
YGR205W	TDA10	Topoisomerase I Damage Affected
YGR206W	MVB12	MultiVesicular Body sorting factor of 12 kilodaltons
YGR207C	CIR1	Changed Intracellular Redox state
YGR208W	SER2	SERine requiring
YGR209C	TRX2	ThioRedoXin
YGR210C	""	""
YGR211W	ZPR1	Zinc finger PRotein
YGR212W	SLI1	Sphingosine-Like Immunosuppressant resistant gene
YGR213C	RTA1	Resistance To 7-Aminocholesterol
YGR214W	RPS0A	Ribosomal Protein of the Small subunit
YGR215W	RSM27	Ribosomal Small subunit of Mitochondria
YGR216C	GPI1	GlycosylPhosphatidylInositol anchoring biosynthesis
YGR217W	CCH1	Calcium Channel Homolog
YGR218W	CRM1	Chromosome Region Maintenance
YGR219W	""	""
YGR220C	MRPL9	Mitochondrial Ribosomal Protein, Large subunit
YGR221C	TOS2	Target Of Sbf
YGR222W	PET54	PETite colonies
YGR223C	HSV2	Homologous with SVP1
YGR224W	AZR1	Acetic Acid and AZoles Resistance
YGR225W	AMA1	Activator of Meiotic APC/C
YGR226C	""	""
YGR227W	DIE2	Derepression of ITR1 Expression
YGR228W	""	""
YGR229C	SMI1	Suppressor of MAR Inhibitor
YGR230W	BNS1	Bypasses Need for Spo12p
YGR231C	PHB2	ProHiBitin
YGR232W	NAS6	Non-ATPase Subunit 6
YGR233C	PHO81	PHOsphate metabolism
YGR234W	YHB1	Yeast flavoHemogloBin
YGR235C	MIC26	MItochondrial contact site and Cristae organizing system
YGR236C	SPG1	Stationary Phase Gene
YGR237C	""	""
YGR238C	KEL2	KELch repeat
YGR239C	PEX21	PEroXin
YGR240C	PFK1	PhosphoFructoKinase
YGR240C-A	""	""
YGR241C	YAP1802	Yeast Assembly Polypeptide
YGR242W	""	""
YGR243W	MPC3	Mitochondrial Pyruvate Carrier
YGR244C	LSC2	Ligase of Succinyl-CoA
YGR245C	SDA1	Severe Depolymerization of Actin
YGR246C	BRF1	B-Related Factor
YGR247W	CPD1	Cyclic nucleotide PhosphoDiesterase
YGR248W	SOL4	Suppressor Of Los1-1
YGR249W	MGA1	""
YGR250C	RIE1	Restoration of Impaired growths of ERMES-lacking cells
YGR251W	NOP19	NucleOlar Protein
YGR252W	GCN5	General Control Nonderepressible
YGR253C	PUP2	PUtative Proteasome subunit
YGR254W	ENO1	ENOlase
YGR255C	COQ6	COenzyme Q
YGR256W	GND2	6-phosphoGlucoNateDehydrogenase
YGR257C	MTM1	Manganese Trafficking factor for Mitochondrial SOD2
YGR258C	RAD2	RADiation sensitivity
YGR259C	""	""
YGR260W	TNA1	Transporter of Nicotinic Acid
YGR261C	APL6	clathrin Adaptor Protein complex Large chain
YGR262C	BUD32	BUD site selection
YGR263C	SAY1	Steryl Acetyl hYdrolase
YGR264C	MES1	MEthionyl-tRNA Synthetase
YGR265W	""	""
YGR266W	""	""
YGR267C	FOL2	FOLic acid synthesis
YGR268C	HUA1	""
YGR269W	""	""
YGR270C-A	""	""
YGR270W	YTA7	Yeast Tat-binding Analog
YGR271C-A	EFG1	Exit From G1
YGR271W	SLH1	SKI2-Like Helicase
YGR273C	""	Ilm1p BInding
YGR274C	TAF1	TATA binding protein-Associated Factor
YGR275W	RTT102	Regulator of Ty1 Transposition
YGR276C	RNH70	RNase H
YGR277C	CAB4	Coenzyme A Biosynthesis
YGR278W	CWC22	Complexed With Cef1p
YGR279C	SCW4	Soluble Cell Wall protein
YGR280C	PXR1	PinX1-Related gene
YGR281W	YOR1	Yeast Oligomycin Resistance
YGR282C	BGL2	Beta-GLucanase
YGR283C	""	""
YGR284C	ERV29	ER Vesicle
YGR285C	ZUO1	ZUOtin
YGR286C	BIO2	BIOtin
YGR287C	IMA1	IsoMAltase
YGR288W	MAL13	MALtose fermentation
YGR289C	MAL11	MALtose fermentation
YGR290W	""	""
YGR291C	""	""
YGR292W	MAL12	MALtose fermentation
YGR293C	""	""
YGR294W	PAU12	seriPAUperin
YGR295C	COS6	COnserved Sequence
YGR296C-A	""	""
YGR296C-B	""	""
YGR296W	YRF1-3	""
YHL001W	RPL14B	Ribosomal Protein of the Large subunit
YHL002C-A	""	""
YHL002W	HSE1	Has Symptoms of class E mutants; resembles Hbp, Stam and East
YHL003C	LAG1	Longevity Assurance Gene
YHL004W	MRP4	Mitochondrial Ribosomal Protein
YHL005C	""	""
YHL006C	SHU1	Suppressor of HU sensitivity
YHL006W-A	""	""
YHL007C	STE20	STErile
YHL008C	""	""
YHL009C	YAP3	Yeast AP-1
YHL010C	ETP1	Ethanol Tolerance Protein
YHL011C	PRS3	PhosphoRibosylpyrophosphate Synthetase
YHL012W	""	""
YHL013C	OTU2	member of the Ovarian TUmor family
YHL014C	YLF2	""
YHL015W	RPS20	Ribosomal Protein of the Small subunit
YHL015W-A	""	""
YHL016C	DUR3	Degradation of URea
YHL017W	""	""
YHL018W	MCO14	Mitochondrial Class One protein of 14 kDa
YHL019C	APM2	clathrin Adaptor Protein complex Medium chain
YHL019W-A	""	""
YHL020C	OPI1	OverProducer of Inositol
YHL021C	AIM17	Altered Inheritance rate of Mitochondria
YHL022C	SPO11	SPOrulation
YHL023C	NPR3	Nitrogen Permease Regulator
YHL024W	RIM4	Regulator of IME2
YHL025W	SNF6	Sucrose NonFermenting
YHL026C	""	""
YHL027W	RIM101	Regulator of IME2
YHL028W	WSC4	cell Wall integrity and Stress response Component
YHL029C	OCA5	Oxidant-induced Cell-cycle Arrest
YHL030W	ECM29	ExtraCellular Mutant
YHL030W-A	""	""
YHL031C	GOS1	GOlgi Snare
YHL032C	GUT1	Glycerol UTilization
YHL033C	RPL8A	Ribosomal Protein of the Large subunit
YHL034C	SBP1	""
YHL034W-A	""	""
YHL035C	VMR1	Vacuolar Multidrug Resistance
YHL036W	MUP3	Methionine UPtake
YHL037C	""	""
YHL038C	CBP2	Cytochrome B mRNA Processing
YHL039W	EFM1	Elongation Factor Methyltransferase
YHL040C	ARN1	AFT1 ReguloN
YHL041W	""	""
YHL042W	""	""
YHL043W	ECM34	ExtraCellular Mutant
YHL044W	""	""
YHL045W	""	""
YHL046C	PAU13	seriPAUperin
YHL046W-A	""	""
YHL047C	ARN2	AFT1 ReguloN
YHL048C-A	""	""
YHL048W	COS8	COnserved Sequence
YHL049C	""	""
YHL050C	""	""
YHL050W-A	""	""
YHR001W	OSH7	OxySterol binding protein Homolog
YHR001W-A	QCR10	ubiQuinol-cytochrome C oxidoReductase
YHR002W	LEU5	LEUcine biosynthesis
YHR003C	TCD1	tRNA ThreonylCarbamoyladenosine Dehydratase
YHR004C	NEM1	Nuclear Envelope Morphology
YHR005C	GPA1	G Protein Alpha subunit
YHR005C-A	TIM10	Translocase of the Inner Membrane
YHR006W	STP2	protein with similarity to Stp1p
YHR007C	ERG11	ERGosterol biosynthesis
YHR007C-A	""	""
YHR008C	SOD2	SuperOxide Dismutase
YHR009C	TDA3	Topoisomerase I Damage Affected
YHR010W	RPL27A	Ribosomal Protein of the Large subunit
YHR011W	DIA4	Digs Into Agar
YHR012W	VPS29	Vacuolar Protein Sorting
YHR013C	ARD1	ARrest Defective
YHR014W	SPO13	SPOrulation
YHR015W	MIP6	Mex67-Interacting Protein
YHR016C	YSC84	""
YHR017W	YSC83	""
YHR018C	ARG4	ARGinine requiring
YHR019C	DED81	Defines Essential Domain
YHR020W	""	""
YHR021C	RPS27B	Ribosomal Protein of the Small subunit
YHR021W-A	ECM12	ExtraCellular Mutant
YHR022C	""	""
YHR022C-A	""	""
YHR023W	MYO1	MYOsin
YHR024C	MAS2	Mitochondrial ASsembly
YHR025W	THR1	THReonine requiring
YHR026W	VMA16	Vacuolar Membrane Atpase
YHR027C	RPN1	Regulatory Particle Non-ATPase
YHR028C	DAP2	Dipeptidyl AminoPeptidase
YHR028W-A	""	""
YHR029C	YHI9	""
YHR030C	SLT2	Suppressor of the LyTic phenotype
YHR031C	RRM3	rDNA Recombination Mutation
YHR032C-A	""	""
YHR032W	ERC1	Ethionine Resistance Conferring
YHR032W-A	""	""
YHR033W	""	""
YHR034C	PIH1	Protein Interacting with Hsp90
YHR035W	NEL1	Non-ERES Localized Sec23 homolog 1
YHR036W	BRL1	BRr6 Like protein
YHR037W	PUT2	Proline UTilization
YHR038W	RRF1	Ribosome Recycling Factor
YHR039C	MSC7	Meiotic Sister-Chromatid recombination
YHR039C-A	VMA10	""
YHR040W	BCD1	Box C/D snoRNA accumulation
YHR041C	SRB2	Suppressor of RNA polymerase B
YHR042W	NCP1	NADP-Cytochrome P450 reductase
YHR043C	DOG2	DeOxyGlucose
YHR044C	DOG1	DeOxyGlucose
YHR045W	""	""
YHR046C	INM1	INositol Monophosphatase
YHR047C	AAP1	Arginine/alanine AminoPeptidase
YHR048W	YHK8	""
YHR049C-A	""	""
YHR049W	FSH1	Family of Serine Hydrolases
YHR050W	SMF2	Suppressor of Mitochondria import Function
YHR050W-A	""	""
YHR051W	COX6	Cytochrome c OXidase
YHR052W	CIC1	Core Interacting Component
YHR052W-A	""	""
YHR053C	CUP1-1	Cu, copper, CUPrum
YHR054C	""	""
YHR054W-A	""	""
YHR055C	CUP1-2	Cu, copper, CUPrum
YHR056C	RSC30	Remodel the Structure of Chromatin
YHR056W-A	""	""
YHR057C	CPR2	Cyclosporin A-sensitive Proline Rotamase
YHR058C	MED6	MEDiator complex
YHR059W	FYV4	Function required for Yeast Viability
YHR060W	VMA22	Vacuolar Membrane Atpase
YHR061C	GIC1	GTPase Interactive Component
YHR062C	RPP1	Ribonuclease P Protein
YHR063C	PAN5	PANtothenate biosynthesis
YHR063W-A	""	""
YHR064C	SSZ1	""
YHR065C	RRP3	Ribosomal RNA Processing
YHR066W	SSF1	Suppressor of ste4 (Four)
YHR067W	HTD2	Hydroxyacyl-Thioester Dehydratase
YHR068W	DYS1	DeoxyhYpusine Synthase
YHR069C	RRP4	Ribosomal RNA Processing
YHR069C-A	""	""
YHR070C-A	""	""
YHR070W	TRM5	tRNA Methyltransferase
YHR071C-A	""	""
YHR071W	PCL5	Pho85 CycLin
YHR072W	ERG7	ERGosterol biosynthesis
YHR072W-A	NOP10	NucleOlar Protein
YHR073C-B	""	""
YHR073W	OSH3	OxySterol binding protein Homolog
YHR073W-A	""	""
YHR074W	QNS1	glutamine (Q) dependent Nad+ Synthetase
YHR075C	PPE1	Phosphoprotein Phosphatase methylEsterase
YHR076W	PTC7	Phosphatase type Two C
YHR077C	NMD2	Nonsense-mediated MRNA Decay
YHR078W	""	""
YHR079C	IRE1	Inositol REquiring
YHR079C-A	SAE3	Sporulation in the Absence of spo Eleven
YHR080C	LAM4	Lipid transfer protein Anchored at Membrane contact sites
YHR081W	LRP1	Like RrP6
YHR082C	KSP1	Kinase Suppressing Prp20-10
YHR083W	SAM35	Sorting and Assembly Machinery
YHR084W	STE12	STErile
YHR085W	IPI1	Involved in Processing ITS2
YHR086W	NAM8	Nuclear Accommodation of Mitochondria
YHR086W-A	""	""
YHR087W	RTC3	Restriction of Telomere Capping
YHR088W	RPF1	Ribosome Production Factor
YHR089C	GAR1	Glycine Arginine Rich
YHR090C	YNG2	Yeast iNG1 homolog
YHR091C	MSR1	Mitochondrial tRNA Synthetase aRginine
YHR092C	HXT4	HeXose Transporter
YHR093W	AHT1	""
YHR094C	HXT1	HeXose Transporter
YHR095W	""	""
YHR096C	HXT5	HeXose Transporter
YHR097C	PAL2	Pears And Lemons
YHR098C	SFB3	Sed Five Binding
YHR099W	TRA1	similar to human TRRAP
YHR100C	GEP4	GEnetic interactors of Prohibitins
YHR101C	BIG1	Bad In Glucose
YHR102W	KIC1	Kinase that Interacts with Cdc31p
YHR103W	SBE22	similar to SBE2
YHR104W	GRE3	Genes de Respuesta a Estres (stress responsive genes)
YHR105W	YPT35	""
YHR106W	TRR2	ThioRedoxin Reductase
YHR107C	CDC12	Cell Division Cycle
YHR108W	GGA2	Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein
YHR109W	CTM1	CyTochrome c Methyltransferase
YHR110W	ERP5	Emp24p/Erv25p Related Protein
YHR111W	UBA4	UBiquitin-Activating
YHR112C	""	""
YHR113W	APE4	""
YHR114W	BZZ1	""
YHR115C	DMA1	Defective in Mitotic Arrest
YHR116W	COX23	Cytochrome OXidase
YHR117W	TOM71	Translocase of the Outer Mitochondrial membrane
YHR118C	ORC6	Origin Recognition Complex
YHR119W	SET1	SET domain-containing
YHR120W	MSH1	MutS Homolog
YHR121W	LSM12	Like SM
YHR122W	CIA2	Cytosolic Iron-sulfur protein Assembly
YHR123W	EPT1	EthanolaminePhosphoTransferase
YHR124W	NDT80	Non-DiTyrosine
YHR125W	""	""
YHR126C	ANS1	""
YHR127W	""	""
YHR128W	FUR1	5-FluoroURidine resistant
YHR129C	ARP1	Actin-Related Protein
YHR130C	""	""
YHR131C	""	""
YHR131W-A	""	""
YHR132C	ECM14	ExtraCellular Mutant
YHR132W-A	IGO2	Initiation of G zerO
YHR133C	NSG1	""
YHR134W	WSS1	Weak Suppressor of Smt3
YHR135C	YCK1	Yeast Casein Kinase I homolog
YHR136C	SPL2	Suppressor of PLc1 deletion
YHR137C-A	""	""
YHR137W	ARO9	AROmatic amino acid requiring
YHR138C	""	""
YHR139C	SPS100	SPorulation Specific
YHR139C-A	""	""
YHR140W	""	""
YHR141C	RPL42B	Ribosomal Protein of the Large subunit
YHR142W	CHS7	CHitin Synthase-related
YHR143W	DSE2	Daughter Specific Expression
YHR143W-A	RPC10	RNA Polymerase C
YHR144C	DCD1	dCMP Deaminase
YHR145C	""	""
YHR146W	CRP1	Cruciform DNA-Recognizing Protein
YHR147C	MRPL6	Mitochondrial Ribosomal Protein, Large subunit
YHR148W	IMP3	Interacting with Mpp10p
YHR149C	SKG6	Suppressor of lethality of Kex2 Gas1 double null mutant
YHR150W	PEX28	PEroXisome related
YHR151C	MTC6	Maintenance of Telomere Capping
YHR152W	SPO12	SPOrulation
YHR153C	SPO16	SPOrulation
YHR154W	RTT107	Regulator of Ty1 Transposition
YHR155W	LAM1	Lipid transfer protein Anchored at Membrane contact sites
YHR156C	LIN1	LINk
YHR157W	REC104	RECombination
YHR158C	KEL1	KELch repeat
YHR159W	TDA11	Topoisomerase I Damage Affected
YHR160C	PEX18	PEroXin
YHR161C	YAP1801	Yeast Assembly Polypeptide
YHR162W	MPC2	Mitochondrial Pyruvate Carrier
YHR163W	SOL3	Suppressor Of Los1-1
YHR164C	DNA2	DNA synthesis defective
YHR165C	PRP8	Pre-mRNA Processing
YHR165W-A	""	""
YHR166C	CDC23	Cell Division Cycle
YHR167W	THP2	THO2 - HPR1 Phenotype
YHR168W	MTG2	MiTochondrial Gtpase 2
YHR169W	DBP8	Dead Box Protein
YHR170W	NMD3	Nonsense-Mediated mRNA Decay
YHR171W	ATG7	AuTophaGy related
YHR172W	SPC97	Spindle Pole Component
YHR173C	""	""
YHR174W	ENO2	ENOlase
YHR175W	CTR2	Copper TRansport
YHR175W-A	""	""
YHR176W	FMO1	Flavin containing MonoOxygenase
YHR177W	ROF1	Regulator Of Fluffy
YHR178W	STB5	Sin Three Binding protein
YHR179W	OYE2	Old Yellow Enzyme
